epoch,train_loss,test_loss
49.0,0.02913704204062621,0.06832165271043777
50.0,0.025454333672920864,0.08149877935647964
51.0,0.03162351747353872,0.0778575986623764
52.0,0.02440132511158784,0.06616434454917908
53.0,0.02570301170150439,0.05601290985941887
54.0,0.03177287553747495,0.059894271194934845
55.0,0.03191793958346049,0.05112599954009056
56.0,0.02646210789680481,0.07304413616657257
57.0,0.025358445942401886,0.053721118718385696
58.0,0.022877848396698635,0.05943150818347931
59.0,0.02340623860557874,0.04292571544647217
60.0,0.022932494680086773,0.05052455887198448
61.0,0.02897671361764272,0.056973449885845184
62.0,0.028886716812849045,0.06306295096874237
63.0,0.025460586572686832,0.06891991198062897
64.0,0.024697626009583473,0.060265857726335526
65.0,0.02753498653570811,0.06262218207120895
66.0,0.025457362333933514,0.04847152531147003
67.0,0.027081350485483806,0.043509695678949356
68.0,0.02811557427048683,0.05218193680047989
69.0,0.02598879983027776,0.07242992520332336
70.0,0.024746359636386234,0.0591372512280941
71.0,0.030698229869206745,0.04451686888933182
72.0,0.0279681912312905,0.07164028286933899
73.0,0.023867902035514515,0.05353255197405815
74.0,0.025470413267612457,0.07050871104001999
75.0,0.025982024148106575,0.06435473263263702
76.0,0.024275450656811397,0.042336586862802505
77.0,0.02605561229089896,0.04702112451195717
78.0,0.025106245030959446,0.04855781048536301
79.0,0.02748026264210542,0.07018512487411499
80.0,0.02672344942887624,0.06919153034687042
81.0,0.025636619577805202,0.0820559486746788
82.0,0.023393926521142323,0.06968624144792557
83.0,0.03097043993572394,0.06925372034311295
84.0,0.02969066984951496,0.05554715916514397
85.0,0.024409360562761623,0.050047922879457474
86.0,0.022975487013657887,0.05773644149303436
87.0,0.02646812175710996,0.05472138896584511
88.0,0.021397008871038754,0.04738027602434158
89.0,0.020284806067744892,0.060416433960199356
90.0,0.018510726590951283,0.05940481647849083
91.0,0.022343051930268604,0.06723961979150772
92.0,0.02358990969757239,0.062318265438079834
93.0,0.02066031222542127,0.04965214803814888
94.0,0.017246488171319168,0.04379769042134285
95.0,0.016560411701599758,0.04347154125571251
96.0,0.01786101919909318,0.05979026481509209
97.0,0.02829882875084877,0.06558341532945633
98.0,0.02225949428975582,0.06991890072822571
99.0,0.021376521947483223,0.06841674447059631
100.0,0.026569148525595665,0.047065749764442444
101.0,0.029179101809859276,0.05421733483672142
102.0,0.021215052033464115,0.05820904299616814
103.0,0.02943003922700882,0.05392695590853691
104.0,0.02342937948803107,0.06787669658660889
105.0,0.01907324915130933,0.0802994817495346
106.0,0.01738536482055982,0.058699820190668106
107.0,0.017864533389608066,0.054554283618927
108.0,0.018985999127229054,0.05927311256527901
109.0,0.01733327005058527,0.06457105278968811
110.0,0.01719248543183009,0.04909970983862877
111.0,0.0197438836718599,0.04802635684609413
112.0,0.01830376498401165,0.04833677038550377
113.0,0.019826990862687428,0.05290856957435608
114.0,0.01969227008521557,0.05793287605047226
115.0,0.025177514801422756,0.057320721447467804
116.0,0.018456717332204182,0.05166751146316528
117.0,0.024443705876668293,0.05010724067687988
118.0,0.021196968853473663,0.05445423349738121
119.0,0.020314260696371395,0.04723862186074257
120.0,0.019173288717865944,0.052099499851465225
121.0,0.017368176952004433,0.06432381272315979
122.0,0.02103959893186887,0.05294058844447136
123.0,0.02066162663201491,0.04513510316610336
124.0,0.02243100789686044,0.061017170548439026
125.0,0.02041532223423322,0.0400429293513298
126.0,0.01677850044022004,0.0476769395172596
127.0,0.015912008471786976,0.053745970129966736
128.0,0.021862114779651165,0.054090455174446106
129.0,0.023719003424048424,0.04758089780807495
130.0,0.01898098737001419,0.055748555809259415
131.0,0.022174900397658348,0.059787120670080185
132.0,0.020468566566705704,0.05391058325767517
133.0,0.018836580216884613,0.05846388638019562
134.0,0.01473045814782381,0.05393572524189949
135.0,0.02139958677192529,0.058807242661714554
136.0,0.016900160660346348,0.04826129600405693
137.0,0.017491760353247326,0.05947834998369217
138.0,0.020192045097549755,0.06536132842302322
139.0,0.016983820435901482,0.05886579304933548
140.0,0.020647439484794933,0.06107763946056366
141.0,0.016396742624541123,0.045319363474845886
142.0,0.023525092129906017,0.048371702432632446
143.0,0.016566710236171883,0.05579099431633949
144.0,0.024247856810688972,0.05674407258629799
145.0,0.019019432986776035,0.04024619609117508
146.0,0.020367132189373176,0.0689048320055008
147.0,0.01573357048134009,0.06425008177757263
148.0,0.01515166088938713,0.05345557630062103
149.0,0.022602425267299015,0.05401577055454254
150.0,0.0201616237560908,0.05257413536310196
151.0,0.015540428149203459,0.06330372393131256
152.0,0.019304630036155384,0.05669219046831131
153.0,0.018672962362567585,0.048584431409835815
154.0,0.01883461109052102,0.061083871871232986
155.0,0.021239863087733585,0.05431821569800377
156.0,0.013930241577327251,0.050364311784505844
157.0,0.013387061034639677,0.05011766403913498
158.0,0.01601295763005813,0.0460820309817791
159.0,0.015830537925163906,0.04194623604416847
160.0,0.016401363847156365,0.03933538496494293
161.0,0.021163105654219787,0.05414179340004921
162.0,0.016538103421529133,0.05152912065386772
163.0,0.016191326081752777,0.04380239546298981
164.0,0.015050647159417471,0.043644778430461884
165.0,0.019516872242093086,0.05490206182003021
166.0,0.015263617038726807,0.05810140445828438
167.0,0.015272521724303564,0.06831249594688416
168.0,0.016482773547371227,0.06053277477622032
169.0,0.01722564734518528,0.0443798303604126
170.0,0.014223363871375719,0.05035654455423355
171.0,0.017275374693175156,0.059836097061634064
172.0,0.017199027662475903,0.05207665264606476
173.0,0.016196074274679024,0.05399445444345474
174.0,0.01609236467629671,0.06725828349590302
175.0,0.01438003002355496,0.05969737097620964
176.0,0.014916509700318178,0.0538603700697422
177.0,0.019839768608411152,0.05226729437708855
178.0,0.013823307119309902,0.052461057901382446
179.0,0.018265544436872005,0.05071616545319557
180.0,0.0161435604095459,0.06087503954768181
181.0,0.01709967851638794,0.048598602414131165
182.0,0.017470769584178925,0.05772208422422409
183.0,0.015448317242165407,0.054151467978954315
184.0,0.015907241341968376,0.06059374660253525
185.0,0.01498272797713677,0.04643120989203453
186.0,0.01633954793214798,0.051029276102781296
187.0,0.016676047816872597,0.04985860362648964
188.0,0.012437521480023861,0.04453835263848305
189.0,0.01470029012610515,0.0434018038213253
190.0,0.01440652118374904,0.05116041749715805
191.0,0.01725814367334048,0.05552228167653084
192.0,0.0116947116330266,0.05431089922785759
193.0,0.012839337810873985,0.05752984434366226
194.0,0.01710151011745135,0.058503955602645874
195.0,0.014148234389722347,0.05130932107567787
196.0,0.013304161839187145,0.04118170589208603
197.0,0.014885062662263712,0.038603462278842926
198.0,0.016943994909524918,0.04731476306915283
199.0,0.014507463201880455,0.049473922699689865
200.0,0.013768666113416353,0.04569894075393677
201.0,0.013728291417161623,0.04683080315589905
202.0,0.012587428092956543,0.03950939327478409
203.0,0.015123963666458925,0.03954579681158066
204.0,0.013438162704308828,0.043322499841451645
205.0,0.012101541583736738,0.053796056658029556
206.0,0.014069260408480963,0.056090693920850754
207.0,0.013107240200042725,0.04485424607992172
208.0,0.015334052965044975,0.05339762941002846
209.0,0.011947046034038067,0.07212015241384506
210.0,0.017882877650360268,0.06661900877952576
211.0,0.017037142689029377,0.039261117577552795
212.0,0.014612987947960695,0.039413779973983765
213.0,0.014789835860331854,0.05581139028072357
214.0,0.011153309606015682,0.055286161601543427
215.0,0.01514744913826386,0.05530162528157234
216.0,0.01319751919557651,0.058729883283376694
217.0,0.013901713925103346,0.05528658628463745
218.0,0.012269745270411173,0.05375291779637337
219.0,0.011520183645188808,0.047254398465156555
220.0,0.011638469683627287,0.05452003329992294
221.0,0.016233373743792374,0.052693817764520645
222.0,0.013489622312287489,0.05672769993543625
223.0,0.01094532043983539,0.05099252983927727
224.0,0.011180724327762922,0.046374037861824036
225.0,0.013253318456312021,0.053316790610551834
226.0,0.017329944297671318,0.05518621578812599
227.0,0.012053051963448524,0.05379555746912956
228.0,0.013688323398431143,0.05397309735417366
229.0,0.014671919556955496,0.05129034072160721
230.0,0.012794082673887411,0.06388016790151596
231.0,0.012596969803174337,0.05776200070977211
232.0,0.012534749694168568,0.046585191041231155
233.0,0.0151143129914999,0.04261074587702751
234.0,0.012560634563366571,0.04441918060183525
235.0,0.013231178124745687,0.04994983598589897
236.0,0.01620755499849717,0.05819106847047806
237.0,0.011091288179159164,0.04625285044312477
238.0,0.013985192403197289,0.04191175475716591
239.0,0.013268698627750078,0.04476182907819748
240.0,0.011980749666690826,0.05269339308142662
241.0,0.01221680361777544,0.04361501708626747
242.0,0.01215974148362875,0.037861764430999756
243.0,0.014531255389253298,0.04118702560663223
244.0,0.010608197810749212,0.06143656745553017
245.0,0.014022063463926315,0.04798251762986183
246.0,0.013072488829493523,0.03976369649171829
247.0,0.011927128148575624,0.04214652255177498
248.0,0.011630179981390635,0.04175104945898056
249.0,0.011924179581304392,0.04598640277981758
250.0,0.014019384359320005,0.04351504519581795
251.0,0.017136516670385998,0.05759570747613907
252.0,0.012528544602294764,0.06259031593799591
253.0,0.012874563845495382,0.05985771492123604
254.0,0.012279109098017216,0.0674952045083046
255.0,0.011512533761560917,0.058946505188941956
256.0,0.012137511434654394,0.05575871095061302
257.0,0.009012410727639994,0.048679523169994354
258.0,0.009650879229108492,0.049977127462625504
259.0,0.012178893821934858,0.050786666572093964
260.0,0.01223875085512797,0.04964045062661171
261.0,0.010272479926546415,0.04376125708222389
262.0,0.013011054446299871,0.03970656171441078
263.0,0.008427246163288752,0.043679725378751755
264.0,0.010014816497762999,0.040662750601768494
265.0,0.011946689647932848,0.03887366130948067
266.0,0.009809570076564947,0.0360969640314579
267.0,0.009423542146881422,0.044856712222099304
268.0,0.012792773389567932,0.05346110463142395
269.0,0.010820839554071426,0.0494721494615078
270.0,0.011695164876679579,0.0574866347014904
271.0,0.0101154667014877,0.056586913764476776
272.0,0.012758836305389801,0.04881085827946663
273.0,0.010132099501788616,0.036463413387537
274.0,0.012762632841865221,0.04120258986949921
275.0,0.009584534913301468,0.0454351082444191
276.0,0.012118978115419546,0.06944849342107773
277.0,0.011016451753675938,0.05980413779616356
278.0,0.00972942573328813,0.05113475024700165
279.0,0.00947426895921429,0.053821392357349396
280.0,0.011299071833491325,0.04252687841653824
281.0,0.009179729657868544,0.04482630640268326
282.0,0.007746795192360878,0.046303071081638336
283.0,0.010396772685150305,0.04688091576099396
284.0,0.010127154489358267,0.04695961996912956
285.0,0.010148809912304083,0.046941351145505905
286.0,0.015549872380991777,0.048806753009557724
287.0,0.012266899148623148,0.0478651262819767
288.0,0.009992197155952454,0.059784580022096634
289.0,0.011038098794718584,0.04652150720357895
290.0,0.009625935927033424,0.05389692634344101
291.0,0.011032334218422571,0.05760232359170914
292.0,0.009996245925625166,0.05125943198800087
293.0,0.011116204162438711,0.05148876830935478
294.0,0.011414378571013609,0.05458672344684601
295.0,0.012049512937664986,0.048457853496074677
296.0,0.010979104476670424,0.050849542021751404
297.0,0.009597035435338816,0.043450210243463516
298.0,0.012968251171211401,0.03643869236111641
299.0,0.010689250814417997,0.04551243409514427
300.0,0.01166822575032711,0.05984064191579819
